id,title,original_language,vote_average,tags
155,The Dark Knight,en,8.2,"drama action crime thriller dc comics crime fighter secret identity scarecrow sadism chaos gotham city vigilante joker superhero based on comic book tragic hero organized crime criminal mastermind district attorney imax super villain super powers batman christian bale heath ledger aaron eckhart michael caine maggie gyllenhaal christopher nolan batman raises the stakes in his war on crime. with the help of lt. jim gordon and district attorney harvey dent, batman sets out to dismantle the remaining criminal organizations that plague the streets. the partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of gotham as the joker."
14160,Up,en,7.7,"animation comedy family adventure age difference central and south america balloon animation floating in the air duringcreditsstinger exploring ed asner christopher plummer jordan nagai bob peterson delroy lindo pete docter carl fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. but at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old wilderness explorer named russell) gives him a new lease on life."
15512,Monsters vs Aliens,en,6.0,"animation family adventure science fiction alien giant robot duringcreditsstinger seth rogen reese witherspoon hugh laurie paul rudd kiefer sutherland conrad vernon when susan murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day, she mysteriously grows to 49-feet-11-inches. the military jumps into action and captures susan, secreting her away to a covert government compound. she is renamed ginormica and placed in confinement with a ragtag group of monsters..."
1726,Iron Man,en,7.4,"action science fiction adventure middle east arms dealer malibu marvel comic superhero based on comic book tony stark iron man aftercreditsstinger marvel cinematic universe counter terrorism agent coulson robert downey jr. terrence howard jeff bridges shaun toub gwyneth paltrow jon favreau after being held captive in an afghan cave, billionaire engineer tony stark creates a unique weaponized suit of armor to fight evil."
44826,Hugo,en,7.0,"adventure drama family library clock film director key toy boy love orphan robot automaton hiding filmmaking leg brace doberman 3d ben kingsley sacha baron cohen asa butterfield chloë grace moretz ray winstone martin scorsese hugo is an orphan boy living in the walls of a train station in 1930s paris. he learned to fix clocks and other gadgets from his father and uncle which he puts to use keeping the train station clocks running. the only thing that he has left that connects him to his dead father is an automaton (mechanical man) that doesn't work without a special key which hugo needs to find to unlock the secret he believes it contains. on his adventures, he meets with a shopkeeper, george melies, who works in the train station and his adventure-seeking god-daughter. hugo finds that they have a surprising connection to his father and the automaton, and he discovers it unlocks some memories the old man has buried inside regarding his past."
8487,Wild Wild West,en,5.1,action adventure comedy science fiction western steampunk based on tv series steam locomotive drag will smith kevin kline kenneth branagh salma hayek m. emmet walsh barry sonnenfeld legless southern inventor dr. arliss loveless plans to rekindle the civil war by assassinating president u.s. grant. only two men can stop him: gunfighter james west and master-of-disguise and inventor artemus gordon. the two must team up to thwart loveless' plans.
1735,The Mummy: Tomb of the Dragon Emperor,en,5.2,"adventure action fantasy brendan fraser jet li john hannah maria bello luke ford rob cohen archaeologist rick o'connell travels to china, pitting him against an emperor from the 2,000-year-old han dynasty who's returned from the dead to pursue a quest for world domination. this time, o'connell enlists the help of his wife and son to quash the so-called 'dragon emperor' and his abuse of supernatural power."
297761,Suicide Squad,en,5.9,"action adventure crime fantasy science fiction dc comics shared universe anti hero secret mission villain superhero supervillain dc extended universe will smith margot robbie joel kinnaman viola davis jared leto david ayer from dc comics comes the suicide squad, an antihero team of incarcerated supervillains who act as deniable assets for the united states government, undertaking high-risk black ops missions in exchange for commuted prison sentences."
2698,Evan Almighty,en,5.3,fantasy comedy family father son relationship daily life married couple support father marriage faith baustelle rescue animal nature duringcreditsstinger noah's ark steve carell lauren graham john goodman jimmy bennett john michael higgins tom shadyac god contacts congressman evan baxter and tells him to build an ark in preparation for a great flood.
137113,Edge of Tomorrow,en,7.6,"action science fiction deja vu time warp restart dystopia war alien military officer soldier alien invasion exoskeleton tom cruise emily blunt brendan gleeson bill paxton jonas armstrong doug liman major bill cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. cage is killed within minutes, managing to take an alpha alien down with him. he awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop."
